2.79 	-1.0927026353E-06	-2.4999978146E-01
2.80 	-1.0394108989E-06	-2.4999979212E-01
2.81 	-9.8871823116E-07	-2.4999980226E-01
2.82 	-9.4049787402E-07	-2.4999981190E-01
2.83 	-8.9462925145E-07	-2.4999982107E-01
2.84 	-8.5099766800E-07	-2.4999982980E-01
2.85 	-8.0949402198E-07	-2.4999983810E-01
2.86 	-7.7001453267E-07	-2.4999984600E-01
2.87 	-7.3246048076E-07	-2.4999985351E-01
2.88 	-6.9673796159E-07	-2.4999986065E-01
2.89 	-6.6275765023E-07	-2.4999986745E-01
2.90 	-6.3043457821E-07	-2.4999987391E-01
2.91 	-5.9968792102E-07	-2.4999988006E-01
2.92 	-5.7044079599E-07	-2.4999988591E-01
2.93 	-5.4262007008E-07	-2.4999989148E-01
2.94 	-5.1615617698E-07	-2.4999989677E-01
2.95 	-4.9098294319E-07	-2.4999990180E-01
2.96 	-4.6703742249E-07	-2.4999990659E-01
2.97 	-4.4425973861E-07	-2.4999991115E-01
2.98 	-4.2259293549E-07	-2.4999991548E-01
2.99 	-4.0198283482E-07	-2.4999991960E-01
3.00 	-3.8237790063E-07	-2.4999992352E-01
3.01 	-3.6372911036E-07	-2.4999992725E-01
3.02 	-3.4598983232E-07	-2.4999993080E-01
3.03 	-3.2911570908E-07	-2.4999993418E-01
3.04 	-3.1306454654E-07	-2.4999993739E-01
3.05 	-2.9779620844E-07	-2.4999994044E-01
3.06 	-2.8327251597E-07	-2.4999994335E-01
3.07 	-2.6945715234E-07	-2.4999994611E-01
3.08 	-2.5631557195E-07	-2.4999994874E-01
3.09 	-2.4381491400E-07	-2.4999995124E-01
3.10 	-2.3192392033E-07	-2.4999995362E-01
3.11 	-2.2061285726E-07	-2.4999995588E-01
3.12 	-2.0985344125E-07	-2.4999995803E-01
3.13 	-1.9961876815E-07	-2.4999996008E-01
3.14 	-1.8988324595E-07	-2.4999996202E-01
3.15 	-1.8062253076E-07	-2.4999996388E-01
3.16 	-1.7181346599E-07	-2.4999996564E-01
3.17 	-1.6343402438E-07	-2.4999996731E-01
3.18 	-1.5546325295E-07	-2.4999996891E-01
3.19 	-1.4788122063E-07	-2.4999997042E-01
3.20 	-1.4066896840E-07	-2.4999997187E-01
3.21 	-1.3380846186E-07	-2.4999997324E-01
3.22 	-1.2728254616E-07	-2.4999997454E-01
3.23 	-1.2107490314E-07	-2.4999997579E-01
3.24 	-1.1517001043E-07	-2.4999997697E-01
3.25 	-1.0955310274E-07	-2.4999997809E-01
3.26 	-1.0421013487E-07	-2.4999997916E-01
3.27 	-9.9127746624E-08	-2.4999998017E-01
3.28 	-9.4293229373E-08	-2.4999998114E-01
3.29 	-8.9694494311E-08	-2.4999998206E-01
3.30 	-8.5320042204E-08	-2.4999998294E-01
3.31 	-8.1158934644E-08	-2.4999998377E-01
3.32 	-7.7200766695E-08	-2.4999998456E-01
3.33 	-7.3435640874E-08	-2.4999998531E-01
3.34 	-6.9854142406E-08	-2.4999998603E-01
3.35 	-6.6447315680E-08	-2.4999998671E-01
3.36 	-6.3206641854E-08	-2.4999998736E-01
3.37 	-6.0124017556E-08	-2.4999998798E-01
3.38 	-5.7191734618E-08	-2.4999998856E-01
3.39 	-5.4402460807E-08	-2.4999998912E-01
3.40 	-5.1749221485E-08	-2.4999998965E-01
3.41 	-4.9225382171E-08	-2.4999999015E-01
3.42 	-4.6824631954E-08	-2.4999999064E-01
3.43 	-4.4540967706E-08	-2.4999999109E-01
3.44 	-4.2368679077E-08	-2.4999999153E-01
3.45 	-4.0302334216E-08	-2.4999999194E-01
3.46 	-3.8336766182E-08	-2.4999999233E-01
3.47 	-3.6467060033E-08	-2.4999999271E-01
3.48 	-3.4688540528E-08	-2.4999999306E-01
3.49 	-3.2996760443E-08	-2.4999999340E-01
3.50 	-3.1387489447E-08	-2.4999999372E-01
3.51 	-2.9856703523E-08	-2.4999999403E-01
3.52 	-2.8400574910E-08	-2.4999999432E-01
3.53 	-2.7015462527E-08	-2.4999999460E-01
3.54 	-2.5697902872E-08	-2.4999999486E-01
3.55 	-2.4444601360E-08	-2.4999999511E-01
3.56 	-2.3252424084E-08	-2.4999999535E-01
3.57 	-2.2118389979E-08	-2.4999999558E-01
3.58 	-2.1039663371E-08	-2.4999999579E-01
3.59 	-2.0013546880E-08	-2.4999999600E-01
3.60 	-1.9037474681E-08	-2.4999999619E-01
3.61 	-1.8109006085E-08	-2.4999999638E-01
3.62 	-1.7225819436E-08	-2.4999999655E-01
3.63 	-1.6385706309E-08	-2.4999999672E-01
3.64 	-1.5586565982E-08	-2.4999999688E-01
3.65 	-1.4826400189E-08	-2.4999999703E-01
3.66 	-1.4103308119E-08	-2.4999999718E-01
3.67 	-1.3415481666E-08	-2.4999999732E-01
3.68 	-1.2761200904E-08	-2.4999999745E-01
3.69 	-1.2138829792E-08	-2.4999999757E-01
3.70 	-1.1546812077E-08	-2.4999999769E-01
3.71 	-1.0983667407E-08	-2.4999999780E-01
3.72 	-1.0447987627E-08	-2.4999999791E-01
3.73 	-9.9384332574E-09	-2.4999999801E-01
3.74 	-9.4537301478E-09	-2.4999999811E-01
3.75 	-8.9926662879E-09	-2.4999999820E-01
3.76 	-8.5540887778E-09	-2.4999999829E-01
3.77 	-8.1369009452E-09	-2.4999999837E-01
3.78 	-7.7400596033E-09	-2.4999999845E-01
3.79 	-7.3625724421E-09	-2.4999999853E-01
3.80 	-7.0034955469E-09	-2.4999999860E-01
3.81 	-6.6619310386E-09	-2.4999999867E-01
3.82 	-6.3370248279E-09	-2.4999999873E-01
3.83 	-6.0279644801E-09	-2.4999999879E-01
3.84 	-5.7339771833E-09	-2.4999999885E-01
3.85 	-5.4543278162E-09	-2.4999999891E-01
3.86 	-5.1883171096E-09	-2.4999999896E-01
3.87 	-4.9352798983E-09	-2.4999999901E-01
3.88 	-4.6945834574E-09	-2.4999999906E-01
3.89 	-4.4656259205E-09	-2.4999999911E-01
3.90 	-4.2478347744E-09	-2.4999999915E-01
3.91 	-4.0406654278E-09	-2.4999999919E-01
3.92 	-3.8435998495E-09	-2.4999999923E-01
3.93 	-3.6561452728E-09	-2.4999999927E-01
3.94 	-3.4778329638E-09	-2.4999999930E-01
3.95 	-3.3082170486E-09	-2.4999999934E-01
3.96 	-3.1468733993E-09	-2.4999999937E-01
3.97 	-2.9933985726E-09	-2.4999999940E-01
3.98 	-2.8474088015E-09	-2.4999999943E-01
3.99 	-2.7085390356E-09	-2.4999999946E-01
4.00 	-2.5764420280E-09	-2.4999999948E-01
4.01 	-2.4507874676E-09	-2.4999999951E-01
4.02 	-2.3312611524E-09	-2.4999999953E-01
4.03 	-2.2175642043E-09	-2.4999999956E-01
4.04 	-2.1094123219E-09	-2.4999999958E-01
4.05 	-2.0065350690E-09	-2.4999999960E-01
4.06 	-1.9086751989E-09	-2.4999999962E-01
4.07 	-1.8155880110E-09	-2.4999999964E-01
4.08 	-1.7270407388E-09	-2.4999999965E-01
4.09 	-1.6428119681E-09	-2.4999999967E-01
4.10 	-1.5626910830E-09	-2.4999999969E-01
4.11 	-1.4864777395E-09	-2.4999999970E-01
4.12 	-1.4139813647E-09	-2.4999999972E-01
4.13 	-1.3450206798E-09	-2.4999999973E-01
4.14 	-1.2794232472E-09	-2.4999999974E-01
4.15 	-1.2170250391E-09	-2.4999999976E-01
4.16 	-1.1576700276E-09	-2.4999999977E-01
4.17 	-1.1012097941E-09	-2.4999999978E-01
4.18 	-1.0475031587E-09	-2.4999999979E-01
4.19 	-9.9641582680E-10	-2.4999999980E-01
4.20 	-9.4782005349E-10	-2.4999999981E-01
4.21 	-9.0159432401E-10	-2.4999999982E-01
4.22 	-8.5762304996E-10	-2.4999999983E-01
4.23 	-8.1579628025E-10	-2.4999999984E-01
4.24 	-7.7600942618E-10	-2.4999999984E-01
4.25 	-7.3816299987E-10	-2.4999999985E-01
4.26 	-7.0216236555E-10	-2.4999999986E-01
4.27 	-6.6791750289E-10	-2.4999999987E-01
4.28 	-6.3534278189E-10	-2.4999999987E-01
4.29 	-6.0435674878E-10	-2.4999999988E-01
4.30 	-5.7488192233E-10	-2.4999999989E-01
4.31 	-5.4684460014E-10	-2.4999999989E-01
4.32 	-5.2017467428E-10	-2.4999999990E-01
4.33 	-4.9480545605E-10	-2.4999999990E-01
4.34 	-4.7067350920E-10	-2.4999999991E-01
4.35 	-4.4771849129E-10	-2.4999999991E-01
4.36 	-4.2588300280E-10	-2.4999999991E-01
4.37 	-4.0511244366E-10	-2.4999999992E-01
4.38 	-3.8535487664E-10	-2.4999999992E-01
4.39 	-3.6656089754E-10	-2.4999999993E-01
4.40 	-3.4868351161E-10	-2.4999999993E-01
4.41 	-3.3167801608E-10	-2.4999999993E-01
4.42 	-3.1550188836E-10	-2.4999999994E-01
4.43 	-3.0011467969E-10	-2.4999999994E-01
4.44 	-2.8547791405E-10	-2.4999999994E-01
4.45 	-2.7155499188E-10	-2.4999999995E-01
4.46 	-2.5831109865E-10	-2.4999999995E-01
4.47 	-2.4571311771E-10	-2.4999999995E-01
4.48 	-2.3372954755E-10	-2.4999999995E-01
4.49 	-2.2233042301E-10	-2.4999999996E-01
4.50 	-2.1148724033E-10	-2.4999999996E-01
4.51 	-2.0117288591E-10	-2.4999999996E-01
4.52 	-1.9136156848E-10	-2.4999999996E-01
4.53 	-1.8202875466E-10	-2.4999999996E-01
4.54 	-1.7315110754E-10	-2.4999999997E-01
4.55 	-1.6470642838E-10	-2.4999999997E-01
4.56 	-1.5667360108E-10	-2.4999999997E-01
4.57 	-1.4903253939E-10	-2.4999999997E-01
4.58 	-1.4176413667E-10	-2.4999999997E-01
4.59 	-1.3485021814E-10	-2.4999999997E-01
4.60 	-1.2827349540E-10	-2.4999999997E-01
4.61 	-1.2201752320E-10	-2.4999999998E-01
4.62 	-1.1606665838E-10	-2.4999999998E-01
4.63 	-1.1040602065E-10	-2.4999999998E-01
4.64 	-1.0502145549E-10	-2.4999999998E-01
4.65 	-9.9899498662E-11	-2.4999999998E-01
4.66 	-9.5027342620E-11	-2.4999999998E-01
4.67 	-9.0392804432E-11	-2.4999999998E-01
4.68 	-8.5984295339E-11	-2.4999999998E-01
4.69 	-8.1790791772E-11	-2.4999999998E-01
4.70 	-7.7801807786E-11	-2.4999999998E-01
4.71 	-7.4007368846E-11	-2.4999999999E-01
4.72 	-7.0397986876E-11	-2.4999999999E-01
4.73 	-6.6964636542E-11	-2.4999999999E-01
4.74 	-6.3698732680E-11	-2.4999999999E-01
4.75 	-6.0592108828E-11	-2.4999999999E-01
4.76 	-5.7636996810E-11	-2.4999999999E-01
4.77 	-5.4826007306E-11	-2.4999999999E-01
4.78 	-5.2152111377E-11	-2.4999999999E-01
4.79 	-4.9608622892E-11	-2.4999999999E-01
4.80 	-4.7189181803E-11	-2.4999999999E-01
4.81 	-4.4887738250E-11	-2.4999999999E-01
4.82 	-4.2698537422E-11	-2.4999999999E-01
4.83 	-4.0616105179E-11	-2.4999999999E-01
4.84 	-3.8635234355E-11	-2.4999999999E-01
4.85 	-3.6750971741E-11	-2.4999999999E-01
4.86 	-3.4958605699E-11	-2.4999999999E-01
4.87 	-3.3253654380E-11	-2.4999999999E-01
4.88 	-3.1631854519E-11	-2.4999999999E-01
4.89 	-3.0089150770E-11	-2.4999999999E-01
4.90 	-2.8621685571E-11	-2.4999999999E-01
4.91 	-2.7225789494E-11	-2.4999999999E-01
4.92 	-2.5897972072E-11	-2.4999999999E-01
4.93 	-2.4634913069E-11	-2.5000000000E-01
4.94 	-2.3433454182E-11	-2.5000000000E-01
4.95 	-2.2290591135E-11	-2.5000000000E-01
4.96 	-2.1203466177E-11	-2.5000000000E-01
4.97 	-2.0169360929E-11	-2.5000000000E-01
4.98 	-1.9185689589E-11	-2.5000000000E-01
4.99 	-1.8249992467E-11	-2.5000000000E-01
5.00 	-1.7359929831E-11	-2.5000000000E-01
5.01 	-1.6513276063E-11	-2.5000000000E-01
5.02 	-1.5707914086E-11	-2.5000000000E-01
5.03 	-1.4941830076E-11	-2.5000000000E-01
5.04 	-1.4213108424E-11	-2.5000000000E-01
5.05 	-1.3519926947E-11	-2.5000000000E-01
5.06 	-1.2860552329E-11	-2.5000000000E-01
5.07 	-1.2233335790E-11	-2.5000000000E-01
5.08 	-1.1636708964E-11	-2.5000000000E-01
5.09 	-1.1069179971E-11	-2.5000000000E-01
5.10 	-1.0529329693E-11	-2.5000000000E-01
5.11 	-1.0015808224E-11	-2.5000000000E-01
5.12 	-9.5273314931E-12	-2.5000000000E-01
5.13 	-9.0626780532E-12	-2.5000000000E-01
5.14 	-8.6206860290E-12	-2.5000000000E-01
5.15 	-8.2002502102E-12	-2.5000000000E-01
5.16 	-7.8003192882E-12	-2.5000000000E-01
5.17 	-7.4198932274E-12	-2.5000000000E-01
